"matter","qcasenumber"
"107033-0536","PD26"
"020144-0023","13-6867"
"067696-1108","CGC07274190"
"064346-7281","14-C-1242"
"024106-0049","BC650784"
"106964-5401","150602943"
"020787-8695","15-005467 NP"
"064346-4834","N13C-10-015 ASB"
"030416-0035","1:14cv1138 LEK/CFH"
"064346-1719","CGC10275736"
"106964-0105","11-007218"
"043932-0007","07-2014"
"020787-1054","12-005871"
"065898-0026","28-CA-123865  15-60830"
"037793-0342","18-5552"
"042208-0007","2018-CA-001247-B"
"106964-9236","170504459"
"041173-0050","15-cv-01535 "
"064346-7096","14-007577-NP"
"054803-0021","08-603756"
"064346-6216","Nov Term 2015 No. 1746"
"106964-1891","12-021654"
"117003-9801","2012-CV-8651 "
"064346-1556","10017843"
"036880-0039","BC436031"
"064318-0470","CL12-01750F-15 (TF)"
"106964-7010","CL1600132M-05"
"064323-0013","BC353760"
"064329-2035","15-013568"
"164346-2828","CV17886209"
"039408-0622","025276/13"
"020787-9008","16-C-0451"
"011221-0012","civds1833764"
"061425-0001","BC 309919"
"065473-0012","N/A"
"067696-1639"," CGC-12-276012"
"013746-0135","3:16-cv-899"
"064346-0388","CGC07274380"
"052434-0216","18-cv-80338"
"001253-0013","653722/12"
"068413-0003","CV07-08108 FMO (SHx) "
"125394-0001","1100106458"
"105781-0003","18stcv04429"
"054553-0178","00832"
"067654-0734","24X10000059"
"117003-8733","161102870"
"067654-0912","24X11000540"
"027250-0143","318cv00922"
"064346-1708","N10C-12-215"
"064318-1025","15-005780-NP"
"106969-0271","15-C-429 KAN"
"017161-0243","18996/13"
"117003-9336","170204089"
"123286-0001","19-CA-233690 19-1256 19-1256 20-1011"
"039408-1600","PC056111"
"011221-0013","34-2019-00258401"
"060725-0090","IPR2018-01177"
"020787-8094","14-000026-NP"
"013448-0030","2:13-cv-01862"
"067199-0013","3:CV-09-0192"
"064333-1055","BC376665"
"060976-0051","107CV097028"
"064329-0952","11-015133-NP"
"009532-2789","19-00687"
"000892-0012","16-3278"
"104556-0004","15-cv-00674"
"064346-7071","14-008244-NP"
"064333-5608","11-C-366"
"052776-0113","RG09455504"
"060771-0066","BC372824"
"121719-0005","17-06880"
"109448-0008","2:16-cv-00424"
"011630-3005","18-cv-00462"
"003351-0043","17-72922"
"104031-0003","15-1656"
"102693-0003","30201400703217CUFRCJC"
"058074-0088","3:09-cv-00665-RCJ-RAM"
"020787-8575","14-014999-NP"
"020144-0012","12SEM03285"
"064329-1418","13-021742-NP"
"068486-0011","RG12638426"
"064344-0990","CGC13276128"
"102877-0001","1:13-cv-01249"
"105686-0013","17 cv 5010"
"067696-1877","RG14724526"
"002451-0061","14-49744-NP"
"011493-0009","17-6522"
"020682-0008","18-00018-B"
"164346-1789","1703002085"
"020787-8537","14-15431-NP"
"064612-0181","BC698280"
"049065-0156","05 CV 9750"
"064333-8128","MDL 875, EDPA CV. No. 11-60068"
"064368-0096","GIN048650"
"064346-3668","13-006925"
"064318-1088","15-007351-NP"
"064333-7912","11-C-1535"
"011027-0572","05-00468"
"164346-0165","16-C-649 KAN"
"008333-1237"," 17-cv-2212"
"100023-0036","16-cv-02744"
"164346-0401","16-011246"
"106965-1234","14-15369-NP"
"114289-0001","15-05290"
"064346-3852","G.D. 12-020620"
"053832-0015","510-2014-03510C"
"064333-2899","CGC09275070"
"064346-7428","14-021305"
"106964-2871","14-C-1946"
"049673-0246","16 cv 00872"
"064338-0148","CGC08275008 "
"002579-0468","CL18001268"
"020787-7718","13-C-767KAN"
"064346-0390","CGC07274382"
"101141-0041","13-01532"
"064329-1727","14-15368-NP"
"064333-2735","RG09438125"
"001515-0019","P-2012-2297304"
"021288-0886","170207666"
"108667-0002","18-02356"
"020787-3476","13-C-124KAN"
"067654-0887","24X11000285"
"064333-5834","BC458458"
"064333-2748","082145927"
"064333-5024","CV-2010-0000948"
"123647-0008","19cv00449"
"052434-0202","17-cv-00858"
"100401-0001","CP06-9-001"
"020787-0854","05-C-1801"
"021288-0839","16-C-1854"
"017072-0091","C1104881 SI"
"064338-0246","CGC15276465 "
"025010-8220","17-0186"
"044450-0283","37201400013506"
"049065-0467","18-95281 LM"
"066842-0073","19-0746"
"001520-0120","732-12-13"
"064346-6775","16-002952"
"049673-0943","444-2019-01057"
"051439-0377","ESX-L-8989-15"
"061545-0008","08-CA-34412 35"
"064346-1337","RG10506216"
"010663-0003","12-cv-02923"
"051078-0249","16-cv-1702"
"049673-0654","BC706416"
"009532-0984","BC447066"
"067696-1469","10-L-1069"
"022262-0570","CV064257R"
"064346-3290","RG12658122"
"064345-0167","CGC06456825"
"097014-0093","109703/06"
"045390-0483","13-17592"
"064346-9314","15-C-1378"
"064346-2888","CV12775588"
"102440-0005","63736-2010"
"064346-0479","BC395768"
"060771-0186","RIC1720054"
"063760-0026","15-4873"
"095540-0918","Investigation No. 337-TA-796"
"058074-0063","09-cv-00227"
"002506-0027","18-02132"
"064346-5452","14-00007-NP"
"106966-0198","15-271-NP"
"049065-0152","03-30459"
"039408-0006","CV060797RSWL"
"067696-1341","C0903786JSW"
"052434-0186","16K15183"
"064333-9234","12-C-600"
"097013-0139","A 99-535-090"
"103971-0013","1:16-cv-00196"
"105618-0001","510-2015-01780"
"104410-0004","18-cv-04128"
"064346-0206","CGC-06-449922"
"097043-0068","SC18-67"
"008366-0148","C-07-03756"
"064318-1925","2826 of 2016"
"064346-2665","12-C-136"
"064333-4893","10-C-1536"
"064345-0170","CGC06456617"
"024284-0172","4:12-cv-00180"
"097072-0064","19PRO00300"
"020787-1171","12-007951-NP"
"020787-7801","13-009619-NP"
"063331-0149","07-4849"
"039408-0784","019280/13"
"067696-1190","BC388615"
"058433-0077","15-341"
"101392-0102","201606284"
"064346-0346","2007616"
"027283-0315","01276"
"052715-0385","12 CV 1583"
"070130-0006","114CV265634"
"058120-0127","721870033713"
"067654-0967","24X13000041"
"064333-0471","CGC09275334"
"039408-1516","1:14-cv-07385"
"097051-0012","2018BX031614"
"063331-0070","08 CV 124"
"104907-1376","16-003523"
"061942-0177","540-2019-00696"
"042160-0081","2:10-cv-00200-J"
"061278-0016","215CV08605FMO"
"064333-0980","42945"
"060495-0326","SCV-256891"
"097049-0019","A206-894-598"
"064333-4791","04771"
"032350-0008","36436/18"
"104907-1237","15-C-2065"
"064333-0113","BC347728"
"101797-0008","18-0278; 16-1654"
"064346-5155","2010-348"
"042944-0072","0116-18-0044L"
"064333-7298","24X11000290"
"117003-9850","2017-2137"
"064326-0086","07-4803"
"058120-0080","721930082506 BARR"
"010846-0001","5:11-cv-02465"
"064346-7983","14-15431-NP"
"012235-0067","2005-267-M"
"034664-0926","CACE06020798(11)"
"020515-0016","0:15-cv-60325"
"064612-0197","219cv06172"
"020787-1493","24X12000851"
"120881-0001","17 cv 09023"
"059491-0027","07-00316"
"067696-1214","CGC08274970"
"067696-1938","CGC14276355"
"064346-1968","110402545"
"049673-1131","5-1260-20-020"
"097076-0025","19stcv20189"
"061005-0063","2:12-cv-08903"
"009532-0489"," 2:09CV01378 JCM-PAL"
"002705-0015","16-1770"
"058110-0200","2:10-cv-8"
"010209-0001","G044489"
"064329-1915","15-005614"
"097066-0080","18CCAD00117"
"058674-0012","10-2245-MLB"
"068402-0003","1266536"
"117003-5217","150403550"
"106965-2966","2015-10-00981"
"121985-0005","17-9030"
"059491-0032","07-61304"
"039408-0814","015418/13"
"115395-0004","30-2017-00922481"
"064346-0007","CGC05440056"
"164346-1140","16-019946"
"064346-3010","12-C-1409"
"103752-0013","3 F/F 2015"
"102410-0074","01-19-0002-1765"
"001821-0025"," 1:10-cv-00860"
"024935-0235","GC044923"
"061942-0125","524-2017-00631"
"105618-0003","510-2016-02711"
"065530-0001","05 CV 06718"
"104414-0001","2:14-cv-02587"
"058074-0232","8:11-cv-00410"
"064346-3462","CGC14276292"
"021288-0736","16-019393"
"037492-0115","01-15-0004-0679"
"106965-4262","17-008876"
"045526-0032","652867/11"
"064329-1913","15-008028"
"064346-7920","14-49748NP"
"107046-0153","19-cv-3912"
"064346-0510","CGC08274868"
"104556-0009","17-00125"
"039408-1643","544 WDA 2019"
"058110-0218","16-70496"
"054387-0016","31RC8648"
"063134-0164","3:18-cv-02807-JSC"
"064346-3721","BC507163"
"100276-0003","2013-23325"
"097019-0094","CP-51-CR-0011633-2008"
"037492-0225","15-cv-02607"
"064333-1426","RG08379519"
"064346-9810","BC598567 "
"039408-0930","064626/13"
"064416-3041","2:19-cv-03394 "
"064328-0002","CGC-04-436441"
"103283-0001","13-cv-02778"
"103842-0003","15-15-11844"
"064333-1648","200830480"
"064333-7628","12-C-2228"
"000722-0031","14-0848"
"064346-1652","G.D. 10-021756"
"058120-0075","72193Y0113405 and 724590113705"
"064346-3602","13-006020"
"049673-0888","430-2019-01974/430-2019-00942 "
"031895-0001","2013 CA 000109 B/1:13-cv-00181"
"061831-0001","FDI 04-756568"
"008099-0008","2012-CA-015243-0"
"064346-5229","13-22201-NP"
"001482-0133","002533-19"
"066169-0032","BC544786"
"117003-1019","11-025638"
"103971-0134","17SL-CC02353"
"028581-0128","2:13-cv-06933"
"064346-3127","CV-12-789823"
"103971-0026","16SL-CC03554"
"059799-0106","2013-00151324 "
"064346-0614","CGC08275004"
"119835-0002","19-10982"
"097048-0007","09-cr-10017"
"107046-0140","B293987"
"000689-0004","CV101763CW"
"066474-0036","Examination No. 20160501345"
"010247-0025","30201600865348"
"109183-0001","CPF-14-514004  BS161729"
"012308-0200","1450005468"
"021288-0981","15-224204"
"058110-0167","RG10499306"
"117003-0567","12-C-1102 KAN"
"064333-9775","24X12000850"
"025010-8419","21ca252795"
"069514-0014","100229/17"
"067654-0911","24X11000486"
"125136-0001","156926/19"
"106964-8922","170204089"
"048597-0073","19-0567"
"058074-0193"," CV10-9409"
"044570-0014","VC051586"
"067696-1163","RG08415395"
"068244-0019","19-1350"
"117003-8596","16-019393"
"020787-4402","13-003055-NP"
"064333-5471","11-C-61"
"039408-1395","EDCV1400199"
"051078-0206","SC124834"
"039408-1683","1:15-cv-20051-CMA"
"197055-0002","159217/18"
"037492-0099","01-15-0004-0664"
"020741-0001","16-16146"
"097065-0083","18CCAD00109"
"020787-8927","15-C-2066"
"058110-0126","08CV01600 PVT"
"100383-0051","1117667"
"069104-0018","530-2016-03561"
"097023-0019","2:11-cv-00284"
"064346-3636","2009-4855"
"117003-9959","170600477"
"065678-0004","04C11167JRJ"
"064333-9435","N12C-06-070 ASB"
"060584-0019","1:11-cv-01205"
"022262-0683","CV108431"
"002338-0010","19-3083"
"106965-0700","10-C-717"
"057589-0031","3:12-cv-01812"
"009532-1521","14CV01057"
"064333-8108","BC464930"
"110880-0007","19-2041"
"010976-0005","025355-10"
"001482-0072","1410007517"
"060568-0093","523-2019-01068"
"039408-1542","14-CH-1320"
"034664-0668","18 CV 0110"
"115500-0001","2290"
"097033-0065","A 201-231-433"
"039408-0782","611bk43841DS"
"049065-0468","4:17-03047"
"051092-0097","05 CV 1942"
"067654-0977","24X13000126/24-X 13-000390"
"064346-8209","14-016091-NP"
"052434-0055","CV111098ST"
"063741-0040","07CECG-03859"
"064318-0716","14-007021-NP"
"039821-0500","00902"
"106975-0025","14-C-2017"
"010601-0010","12-3075 "
"097073-0017","18PR185095"
"002451-0075","14-015221-NP"
"063331-0145","50 2008CA000135XXXMB"
"064346-4430","4557-2013"
"037492-0131","01-15-0004-0619"
"064346-2203","20112450"
"000093-0009","PASL00151510"
"064333-9887","N12C-08-113 ASB"
"064318-1009","15-005637-NP"
"037492-0197","15-cv-02711"
"040699-0240","1:08-cv-00651"
"064346-3036","2012-5602"
"064346-7416","14-15370-NP"
"010490-0011","18-01408"
"064333-9894","N12C-07-187 ASB"
"034664-0671","30201800992943"
"068673-0001","3:06-cv-00703"
"117003-5251","150901091"
"020787-1066","05-13408-CA-42"
"064346-8674","15-C-466"
"046335-0104","2014-06945"
"058113-0012","07CC11545"
"058440-0049","BC376568"
"040520-0222","E-200708-G-0697-00-pe"
"015802-0349","17 cv 4442"
"037492-0262","15-cv-03899"
"012308-0179","14-2431"
"064333-1113","07-3455"
"107046-0263","17stcv41772"
"010235-0001","01-18-0000-6421"
"066900-0031","10CIV05240 WHP"
"117003-2694","CL1600132M-05"
"106965-3118","2015 Term June No. 03285"
"101118-0033","2:14-cv-1715"
"058158-0018","SCV 240949"
"119436-0001","1110021950"
"054910-0013","INC091764"
"052701-0387","08 CV 10317 & 08 CV 10318"
"106964-7694","2016 CA 003998 A"
"064346-0288","CGC-06-456820"
"100383-0066","FNM-010 & FRE-030"
"067696-1230","274935"
"107046-0277","19gdcv01638"
"065717-0067","12 cv 0063"
"115252-0002","16-486C"
"064346-5655","CGC14276253"
"058074-0312","2:13-cv-05614"
"067705-0023","5:08CV01591 VAP AGR"
"058074-0236","8:11-cv-1304"
"106964-8703","161202420"
"106964-4949","15-015297"
"117000-6573","03-7756"
"037492-0267","15-02538"
"049065-0356","37201414533CUWTNC"
"020787-8760","15-C-1369"
"064346-1347","N 1 0C-04-120"
"064333-3496","June Term 2009 - 3480"
"001799-0002","8:10-cv-00435"
"064346-5252","13-22204-NP"
"064346-7172","14-007560-NP"
"064346-2929","003CL12000447-00"
"020787-1817","120202304"
"064346-0099","CGC-04-433341"
"067696-1449","BC448739"
"009532-0798","08-cv-04872"
"064612-0050","15-16750"
"068695-0124","17-1957"
"011027-0588","06 CV 3969"
"016007-0011","13-5206"
"052434-0199","17-cv-00634"
"063574-0001","BC 325892"
"049904-0042","440-2016-05887"
"064338-0060","RG05210536"
"060963-0046","14 cv 9026"
"048766-0113","04 CV 0401"
"039408-0813","131143/13"
"064346-5569","14-002724-NP"
"054553-0090","2:13-cv-2041"
"058074-0010","3:06-CV-00374"
"066407-0017","355114-124348"
"064333-7022","11-C-747"
"067654-0061","VARIOUS"
"020787-8629","15-6425"
"063224-0071","2:10-CV-01315-BMS"
"070130-0020","BC630171"
"064612-0051","8:15-01414"
"042362-0039","2439/05e"
"064329-2025","15-013450"
"067696-1360","RG09473555"
"064347-1881","16-C-1932 "
"013183-0091"," 17-1278"
"064329-0451","11-004075-NP"
"020787-2320","24X11000006"
"064346-3099","2005-390"
"051439-0327","WC-151-0214-FOS"
"064333-9599","12-012524"
"059716-0017","RG07321026"
"002338-0001","4:11-cv-00455-A"
"064333-2114","BC399938"
"106964-5045","1507-2777"
"061201-0055","52-043/15-943-01-ESP-BD01"
"052715-0513"," 14-00726 "
"103516-0003","541-2015-01815"
"053153-0025","06-60610-CIV"
"018483-0396","16-0694"
"039408-1738","100642/16"
"106964-1816","15-C-359"
"027250-0191","5:20-cv-00019"
"064346-4924","CL13-04523P-03"
"062803-0001","4:05-Cv00364 PNB"
"010849-0038","16-01581"
"066790-0235","10-3204"
"064385-0098","213CV04124"
"064333-3764","10-C-251"
"034664-1145","2019-SOX-00027"
"064338-0073","RG05210509"
"058518-0019","17CV307010"
"067654-0788","24X10000168"
"026723-0221","08-287"
"064346-7797","14-C-1847"
"064346-0179","CGC06449128"
"064326-0055","072491"
"069457-0097","1:13-cv-04307"
"100156-0324","H-16-3208"
"053537-0100","01-19-0002-2386"
"064333-0997","072153"
"097037-0051","2:2013-cv-05641"
"064333-5275","BC452433"
"052701-0410","C0904117 SBA"
"064333-4577","CGC10275620"
"052434-0156","30201400763615"
"064346-2870","12-C-906"
"060709-0002","04 CV 2038"
"064346-2937","BC487597"
"064346-1548","RG10535312"
"055116-0002","13-5066"
"064333-4953","62CV109809"
"104554-0009"," 2:18-cv-11958"
"064333-2131","BC400729"
"064346-8571","15-002321-NP"
"065252-0003","CGC-08-471406"
"039408-0714","913bk10942RR"
"123897-0002","011800029113"
"052715-0285","09 CV 3226"
"118565-0002","1:17-cv-00510-LPS"
"001440-0002","65196Y5712"
"068707-0001","5:03-cv-02182"
"117003-4285","16-860657"
"064612-0028","EDCV1401173VAPSPX"
"010976-0010","003774-10"
"002513-0173","18-1861"
"103443-0002","2:13-cv-00167-APG-PAL"
"026723-0168","CV07-07566 ODW"
"106964-7329","932 of 2016"
"011911-0049","2018-CI-07691"
"114262-0049","519cv01153"
"046335-0083","Case No. 18 160 00284 08"
"064346-4781","13-020509"
"064323-0051","BC380991"
"064346-3989","13-013269"
"052776-0207","BC665552"
"064346-5884","RG14719855"
"052867-0257","511-2015-02657"
"009532-0522","06-534"
"020063-0007","1:14-cv-05883"
"064346-7078","CL14-508"
"031819-0001","3:13-cv-00357"
"102156-0010","10-CV-60777-FAM/EGT"
"049673-0284","530-2016-03365"
"039529-0206","28D201000869,"
"039821-0155","07-05415"
"064385-0173","18 cv 0885"
"060272-0004","05 CV 7660"
"064346-7402","14-15366-NP"
"103971-0060","2016-DCV-3840"
"104658-0007","16-00428"
"024106-0037","CGC-09-489792"
"040808-3009","1:15-cv-00518 "
"106964-7349","16-002737"
"100383-0199","159687/18"
"064333-7038","N 1 0C07289ASB"
"020787-3091","12-016565-NP"
"063671-0003","BC356724"
"049065-0188","06 CV 4787"
"121479-0001","MID-L-002667-18"
"060959-0094","C 07-05194 CW"
"002579-0336"," MDL 2672 15-0152"
"025010-8200","16CV3108-PX"
"064346-4480","13-C-1028KAN"
"064329-1552","14-000026-NP"
"064416-3009","6:14-cv-00237-JDL"
"049673-0665","18 cv 0434"
"064346-1024","09-C-1607"
"058074-0105","2:09-cv-02267-RCJ-PAL"
"002579-0405","17-cv-21779"
"065530-0059"," EA 0174-15   16D2015-0195"
"069727-0030","12-cv-02279-PAB-KMT"
"020787-9086","16-C-672"
"049673-0527","17-2-25002-3"
"106801-0010","01-18-0001-5222"
"068068-0022","07L004922"
"065530-0089","026224/15"
"034884-0031","G-16-07"
"049673-0752","30-2018-01031789"
"111381-0001","14CV60077"
"022262-0643","BC408764"
"106965-4364","170803278"
"064346-4497","BC520198"
"060596-0003","07-3169"
"020787-0283","09-C-1776"
"124175-0002","19-0628"
"068695-0061","2:13-cv-06381"
"057982-0036","CGC11509229"
"064346-2965","2009-4177"
"100156-0328","01-17-0004-5085"
"049673-0721","302018010134232"
"039408-1332","2:14-cv-04569"
"039408-1759","058243/14"
"064346-2641","12-C-117 KAN"
"064333-6356","BC495712"
"020787-8026","13-C-1879KAN"
"049065-0287","5:12-cv-00367"
"055089-0010","BC594595"
"068301-0001","0700939LA11"
"031024-0087","YC073016"
"067696-1127","CGC08274530"
"063292-0061","10-CA-214404"
"103971-0089","4-0520-17-015"
"064345-0047","2013-1915"
"037492-0261","15-02633"
"103971-0224","30-02019-01058885"
"039408-1163","CIVDS1401397"
"064416-3012","15-cv-00011"
"115713-0106","191017001"
"060398-0087","16 mc 7000"
"062319-0018","1:09-cv-02140-RJL"
"106967-0196","2014-2085"
"020639-0040","BUR-L-1155-17"
"064346-9727","15-019158"
"030681-0001","3:12CV03485"
"102152-0001","15-3011"
"070331-0002","0:12-cv-61742-RSR"
"052434-0181","16-0165"
"103904-0042","RG14730499"
"064346-2838","12-C-888"
"054553-0091","2:13-cv-2040"
"027283-0265","13-1483"
"064333-4682","GD-10-015774"
"007568-0251","13 cv 1832"
"039408-0048","10-56219"
"069700-0088","19-cv-3694"
"010601-0094","2018-AIR-00041"
"052715-0110","06 CV 347"
"101118-0039","01-15-0003-3328"
"034664-0679","BC721229"
"106964-9484","GD17011293"
"117003-9001","161202802"
"064346-7801","14-012911-NP"
"064318-0907","14-015349-NP"
"064333-7981","RG11602635"
"064346-5859","14-005868-NP"
"101118-0026","13-CV-02576"
"064346-4395","13-003771-NP"
"064346-6035","15-021258"
"039408-0061","37-2011-00087384"
"037492-0260","15-02588"
"064346-1574","GD-10-018902"
"106964-0098","14-016519"
"064333-4506","12-C-1758"
"064346-2739","CGC12276016"
"010768-0012","2:14-cv-01295"
"007766-0173","ATL-006078 12"
